Date,Time,Latitude,Longitude,Pitch,Roll,Yaw,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,AccX,AccY,AccZ,ImgNo
05/05/2021,04:44:35.891319,51:32:22.8,-13:31:23.0,0.0,0.2764666075712375,0.0009377677975182265,0.30186548829078674,0.1071104109287262,0.0006039924919605255,8.7335205078125,-9.449747085571289,50.26921081542969,-0.00024683563970029354,0.02840672992169857,0.01437811367213726,
05/05/2021,04:44:36.288533,51:32:36.9,-13:25:24.6,3.443874654291282,10.193678260745095,0.3415733047611213,0.29697856307029724,0.1016126200556755,-0.0003123050555586815,10.559998512268066,-11.044675827026367,58.52461624145508,-0.0024683563970029354,0.028892317786812782,0.01657138578593731,
05/05/2021,04:44:36.865475,51:32:50.5,-13:19:26.1,6.7208681503652885,20.06220365850444,1.2621648507135252,0.29606226086616516,0.10405607521533966,0.0006039924919605255,10.441266059875488,-11.532785415649414,59.14405822753906,-0.0029620276764035225,0.02840672992169857,0.017789868637919426,
05/05/2021,04:44:37.456500,51:32:50.5,-13:19:26.1,9.97779476410121,30.531884740967875,2.8329808273780492,0.3003383278846741,0.10558323562145233,0.0009094253182411194,10.912527084350586,-11.204314231872559,59.27985382080078,-0.0017278495943173766,0.029620693996548653,0.013890719972550869,
05/05/2021,04:44:38.040199,51:33:03.9,-13:13:27.6,12.761522883930885,40.93565279039339,4.910993525037909,0.2997274398803711,0.10344520956277847,0.0009094253182411194,10.825157165527344,-11.194624900817871,58.60333251953125,-0.0037025348283350468,0.028649523854255676,0.015109204687178135,
05/05/2021,04:44:38.616874,51:33:03.9,-13:13:27.6,15.19543091258731,51.3240938953214,7.509685416949592,0.30094918608665466,0.10527780652046204,-0.0003123050555586815,10.807561874389648,-11.526784896850586,58.70497512817383,-0.002715192036703229,0.027192767709493637,0.01803356595337391,
05/05/2021,04:44:39.199347,51:33:16.9,-13:07:29.1,17.072211509703195,62.72064360098661,10.723554091270929,0.3003383278846741,0.1019180491566658,0.00029855966567993164,10.707443237304688,-11.20742416381836,58.880699157714844,-0.0024683563970029354,0.027192767709493637,0.013890719972550869,
05/05/2021,04:44:39.807508,51:33:29.6,-13:01:30.4,18.449973363416074,73.5694565314464,14.128791005757684,0.29606226086616516,0.10527780652046204,0.0006039924919605255,10.776028633117676,-11.592279434204102,58.844303131103516,-0.002715192036703229,0.026464389637112617,0.01364702358841896,
05/05/2021,04:44:41.247064,51:33:29.6,-13:01:30.4,19.09968315538249,95.4297296870715,21.305538851615005,0.30125463008880615,0.10558323562145233,0.0006039924919605255,10.255473136901855,-10.960192680358887,59.08711624145508,-0.004689877387136221,0.027921147644519806,0.014134417288005352,1
05/05/2021,04:44:41.521962,51:33:42.0,-12:55:31.8,18.460401354731392,106.45814927194596,24.89229487348402,0.2991165816783905,0.10436151176691055,0.0009094253182411194,10.739886283874512,-11.843411445617676,59.19697952270508,-0.0014810138382017612,0.02840672992169857,0.012672236189246178,
05/05/2021,04:44:42.102325,51:33:54.0,-12:49:33.0,17.211834236716598,117.44608632560974,28.228400028286487,0.299422025680542,0.10558323562145233,0.00029855966567993164,10.371411323547363,-11.671305656433105,58.611976623535156,-0.003208863316103816,0.029377900063991547,0.01364702358841896,
05/05/2021,04:44:42.681773,51:33:54.0,-12:49:33.0,15.364846924760306,128.22218506216558,31.193678845123333,0.3000328838825226,0.10558323562145233,0.0009094253182411194,10.705466270446777,-11.650958061218262,58.63681411743164,-0.004689877387136221,0.028163937851786613,0.01803356595337391,
05/05/2021,04:44:43.261828,51:34:05.7,-12:43:34.2,12.993284862847759,138.81493420064157,33.75311465166719,0.2985057234764099,0.10344520956277847,-0.0003123050555586815,10.163534164428711,-11.542096138000488,58.4425163269043,-0.004443041514605284,0.02840672992169857,0.017789868637919426,
05/05/2021,04:44:43.861896,51:34:17.1,-12:37:35.4,10.07121211515312,149.52438395127643,35.860719784236366,0.29728400707244873,0.10405607521533966,-0.0003123050555586815,10.455852508544922,-10.805286407470703,58.75193405151367,-0.002715192036703229,0.027192767709493637,0.017058778554201126,
05/05/2021,04:44:45.326063,51:34:17.1,-12:37:35.4,3.5839633282721244,169.49177263127007,38.20071868822064,0.299422025680542,0.10344520956277847,0.002436588518321514,10.57485580444336,-11.326324462890625,59.064910888671875,-0.0014810138382017612,0.029377900063991547,0.01364702358841896,2
05/05/2021,04:44:45.605011,51:34:28.2,-12:31:36.5,0.17359794223468203,179.39265092758046,38.50899244622,0.29728400707244873,0.1019180491566658,-0.001228603534400463,10.705621719360352,-10.840780258178711,58.10326385498047,-0.006417726632207632,0.0276783537119627,0.017789868637919426,
05/05/2021,04:44:46.185764,51:34:38.9,-12:25:37.5,356.7182642182079,189.272017770471,38.19853302768624,0.29606226086616516,0.10405607521533966,0.002436588518321514,10.395801544189453,-11.110053062438965,57.98741149902344,-0.006417726632207632,0.02694997750222683,0.014621810987591743,
05/05/2021,04:44:46.768771,51:34:49.3,-12:19:38.5,353.25285952699227,199.48297299472165,37.274722621685335,0.30094918608665466,0.1022234857082367,0.00029855966567993164,10.277839660644531,-11.075533866882324,58.522239685058594,-0.0019746851176023483,0.028163937851786613,0.012672236189246178,
